"","worker","status","duration","condition","setup","seed","consistency","consistency.other","decision","extra.feedback","judge.bad","judge.bad.other","judge.good","judge.good.other","motives","motives.other","opt.balanced","opt.nobad","opt.nogood","opt.obvious","opt.stakes","out.bad","out.broken","out.expected","out.fair","out.good","out.happy","out.regret","out.sense","out.trick","out.unexpected","out.unfair","best.option","decision.case","popular.option","was.obvious","judge.bad.c.avatar","judge.bad.c.interesting","judge.bad.c.no.control","judge.bad.c.value.clash","judge.bad.c.power","judge.bad.c.progress","judge.bad.c.other","judge.good.c.interesting","judge.good.c.role","judge.good.c.avatar","judge.good.c.power","judge.good.c.progress","judge.good.c.other","motives.c.curious","motives.c.avatar","motives.c.interesting","motives.c.other","motives.c.power","motives.c.role","motives.c.speed"
"239","42","Approved",6437,"unexpected_success","threatened_innocents","47794","variable","{}",1,"{}","avatar|interesting|no-control|value-clash|power|progress","{}","avatar|interesting|role|power|progress","{}","role|avatar|interesting|power","{}","2","1","1","4","1","1","1","4","5","5","5","1","5","1","2","1",NA,"main","1",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"240","182","Approved",587,"unexpected_success","threatened_innocents","47794","variable","{}",1,"{}","progress","{}","role","{}","power","{}","4","3","1","4","2","1","1","5","5","5","5","1","5","1","2","1",NA,"main","1",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"243","15","Approved",400,"unexpected_success","threatened_innocents","47794","variable","{}",3,"Are the hits different and can we do more than 1?","avatar|no-control|power","{}","avatar|progress","{}","role|avatar|power","{}","4","4","1","2","1","1","1","3","5","5","5","1","5","1","2","1",NA,"main","1",NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"244","192","Approved",6022,"unexpected_success","threatened_innocents","47794","variable","{}",1,"{}","avatar|no-control|value-clash|power|progress","{}","avatar|interesting|power|progress","{}","avatar|interesting|power","{}","1","1","1","5","1","1","1","2","5","5","5","1","5","1","1","1",NA,"main","1",NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"245","3","Approved",880,"unexpected_success","threatened_innocents","47794","variable","{}",1,"Loved the survey, hope I helped!","avatar|no-control|power|progress","{}","avatar|interesting|role|progress","{}","role|avatar","{}","2","1","3","4","3","1","1","4","5","5","5","1","4","1","2","2",NA,"main","1",NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"246","98","Approved",855,"unexpected_success","threatened_innocents","47794","consistent","{}",1,"Good survey, thanks!","avatar","{}","avatar","{}","avatar","{}","1","2","1","5","2","1","1","5","5","5","5","1","5","1","1","5",NA,"main","1",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"247","35","Approved",1628,"unexpected_success","threatened_innocents","47794","variable","{}",1,"This was a fun study. I enjoyed it. Thanks.","avatar","{}","role","{}","avatar","{}","4","5","3","5","2","1","1","5","5","5","5","1","5","1","1","5",NA,"main","1",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"248","190","Approved",410,"unexpected_success","threatened_innocents","47794","consistent","{}",3,"{}","value-clash|progress","{}","role|progress","{}","role|interesting","{}","2","4","1","1","2","2",NA,"2","4","4","5","2","4","1","3","1",NA,"main","1",NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"249","74","Approved",3198,"unexpected_success","threatened_innocents","47794","variable","{}",2,"{}","avatar","{}","power","{}","role","{}","2","2","2","4","2","1","1","5","5","5","5","1","5","1","1","1",NA,"main","1",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"250","148","Approved",298,"unexpected_success","monster_attack","99500","variable","{}",1,"{}","power|progress","{}","power|progress","{}","interesting","{}","4","4","2","4","2","5","2","4","2","1","2","4","4","1","3","2",NA,"main","2",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"251","25","Approved",2587,"unexpected_success","monster_attack","99500","variable","{}",2,"{}","avatar","{}","avatar","{}","avatar|interesting|power","{}","3","2","4","3","4","1","2","2","5","5","5","1","4","1","3","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"252","189","Approved",263,"unexpected_success","monster_attack","99500","variable","{}",2,"This was a fun survey! Thank you very much.","avatar|no-control|power|progress","{}","avatar|interesting|progress","{}","curious|avatar","{}","5",NA,"5","2","3","1","4","1","4","5","5","1","2","1","5","1",NA,"main","2",NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"253","36","Approved",801,"unexpected_success","monster_attack","99500","consistent","{}",2,"This was really cool because it reminded me of an RPG game. Thanks! It would have been fun to have one choice lead into another and then another (to keep the game going).","interesting|no-control|progress","{}","avatar|interesting|role|progress","{}","role|interesting|power|other","I felt that was the only chance I had to survive uninjured. I lacked the skill to fight (and weapons) and I lacked sorcery skill so I really had no choice. I couldn't turn her into a chicken and she would have won the fight (since she had the skill)","2","1","4","4","2","1","1","2","5",NA,"5","1","4","1","2","1",NA,"main","2",NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"254","199","Approved",1188,"unexpected_success","monster_attack","99500","variable","{}",1,"{}","avatar|power|progress","{}","avatar|interesting|role|power|progress","{}","curious|role|power","{}","4","2","5","1","4","5","1","5","4","1","2","2","4","1","2","2",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"256","97","Approved",520,"unexpected_success","monster_attack","99500","no-exp","{}",2,"{}","avatar|no-control|power|progress","{}","avatar|power|progress","{}","avatar|power","{}","1","2","4","2","1","1","1","2","5","5","5","1","4","1","4","1",NA,"main","2",NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"257","28","Approved",3280,"unexpected_success","monster_attack","99500","consistent","{}",1,"N/A","avatar|power|progress","{}","avatar|interesting|role|power|progress","{}","avatar|interesting|power","{}","4","2","4","2","2","5","2","4","1","1","3","4","4","1","2","4",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"258","96","Approved",2306,"unexpected_success","monster_attack","99500","variable","{}",2,"Thank you. That was confusing but very interesting.","avatar","{}","progress","{}","interesting","{}","2","1","5","1","2","1","4","2","5","5","5","1","5","1","4","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"261","145","Approved",1686,"unexpected_success","monster_attack","99500","no-exp","{}",2,"That was fun.  Good luck with your research!","avatar|power|progress","{}","avatar|progress","{}","avatar|power","{}","2","2","1","4","2","1","1","2","5","5","5","1","5","1","4","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"262","73","Approved",289,"unexpected_success","monster_attack","99500","variable","{}",1,"no","interesting","{}","interesting","{}","role","{}","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3",NA,"main","2",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"263","24","Approved",6252,"unexpected_success","monster_attack","99500","consistent","{}",2,"{}","avatar|progress","{}","avatar|progress","{}","interesting","{}","4","1","4","2","1","1","1","2","5","5","5","1","4","1","4","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"265","119","Approved",2340,"unexpected_success","market","33152","variable","{}",3,"{}","avatar|value-clash|power|progress","{}","avatar|power|progress","{}","avatar|interesting|power","{}","1","1","1","5","1","1","1","2","5","5","5","1","5","1","4","1",NA,"main","3",NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"266","101","Approved",465,"unexpected_success","market","33152","variable","{}",3,"Fun hit! Good luck with your study!","avatar|no-control","{}","avatar|role","{}","avatar|power","{}","4","3","4","2","2","1","1","3","5","5","5","1","5","1","3","1",NA,"main","3",NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"267","71","Approved",1064,"unexpected_success","market","33152","no-exp","{}",3,"{}","avatar|power","{}","avatar|other","By negotiating a settlement, my character avoided injuring anyone.","avatar|other","I chose the option that seemed the most realistic (no magic), and the least dangerous (no fighting).","1","1","1","4","2","1","1","4","5","5","5","1","5","1","2","1",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"268","198","Approved",619,"unexpected_success","market","33152","variable","{}",2,"{}","avatar","{}","role","{}","power","{}","2",NA,"3","2","3","3","1","4","4","3","4","3","5","1","1","3",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"270","34","Approved",339,"unexpected_success","market","33152","variable","{}",3,"This was both fun and interesting. I'd be interested to know what this research is for. ""Game development"" seems obvious, but I have to say it's the only survey like this that I've seen on MTurk.","avatar|interesting|no-control|value-clash","{}","avatar|interesting|role","{}","avatar|interesting|power","{}","2","2","2","2","1","1","1","4","4","5","5","1","4","1","2","2",NA,"main","3",NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"271","191","Approved",663,"unexpected_success","market","33152","no-exp","{}",3,"I feel like I have done something wrong here.","avatar|value-clash","{}","avatar|role","{}","avatar|other","I was missing all the skill for each of the options, but I went with what I would try to do if I were in the story anyway. That was a little confusing on that part.","2","2","3","4","2","1","3","3","4","4","4","2","4","1","4","1",NA,"main","3",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"272","91","Approved",472,"unexpected_success","market","33152","no-exp","{}",3,"{}","no-control|power|progress","{}","progress","{}","avatar|power","{}","1","1","4","2","4","1","4","2","4","5","5","1","2","1","4","1",NA,"main","3",NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"273","178","Approved",4448,"unexpected_success","market","33152","consistent","{}",3,"{}","avatar|no-control|power|progress","{}","power|progress","{}","power","{}","4","3","5","2","2","2","1","4","5","5","4","1","3","1","1","2",NA,"main","3",NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"274","6","Approved",221,"unexpected_success","market","33152","variable","{}",2,"{}","interesting|value-clash|progress","{}","avatar|interesting|role|power|progress","{}","curious|avatar|power","{}","5","1","1","4","1","1","3","4","4","5","5","3","5","1","1","1",NA,"main","3",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"275","203","Approved",423,"unexpected_success","market","33152","variable","{}",1,"{}","power|progress","{}","progress","{}","power","{}","4","5","2","4","2","1","1","4","5","5","5","2","4","1","2","2",NA,"main","3",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"276","166","Approved",428,"unexpected_success","market","33152","variable","{}",3,"Thank you!","avatar","{}","role","{}","avatar","{}","2","1","1","5","2","1","1","3","5","5","5","1","5","1","5","1",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"277","48","Approved",590,"unexpected_success","market","33152","variable","{}",1,"{}","no-control","{}","avatar","{}","role|avatar|power","{}","3","4","2","4","3","1","1","4","4","5","4","1","4","1","1","1",NA,"main","3",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"278","170","Approved",532,"unexpected_success","market","33152","variable","{}",2,"thanks","avatar","{}","role","{}","avatar|interesting","{}","2","3","2","4","1","1","2","5","5","5","5","1","5","1","2","1",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"279","129","Approved",413,"unexpected_success","market","33152","consistent","{}",3,"ty","avatar|progress","{}","avatar|progress","{}","role","{}","2","1","1","4","4","1","1","3","5","5","5","1","3","1","3","1",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
